FinalGrade,PSS_Stress,TotalQuestions,avg_durationperquestion,avg_tbd,decision_time_efficiency,good_decision_time_efficiency,maxduration,median_tbd,minduration,num_decisions_made,question_enter_count,ratio_decisions,ratio_good_decisions,totalduration,variance_tbd
0.581818182,21,110,52290.90909,12984.19865,52290.90909,85850.74627,235000,4000,2000,110,320,0.27228,0.60909,5752000,463961288.2
0.636363636,28,110,87309.09091,19093.43936,81389.83051,123128.2051,419000,7000,3000,118,256,0.26637,0.66102,9604000,688443442.9
0.681818182,20,110,84481.81818,12979.05028,64986.01399,108058.1395,1888000,3000,1000,143,419,0.23404,0.6014,9293000,4646286274
0.727272727,19,110,55445.45455,13116.12903,51252.10084,67766.66667,223000,7000,2000,119,264,0.2761,0.7563,6099000,233314071.2
0.618181818,23,110,79409.09091,11615.69149,68779.52756,107839.5062,348000,4000,9000,127,434,0.21897,0.6378,8735000,313022549.7
0.5,24,110,52163.63636,11384.92063,46650.4065,89656.25,303000,4000,8000,123,294,0.28146,0.52033,5738000,417485736.4
0.553398058,24,103,75592.23301,20930.10753,58984.84848,108138.8889,342000,10000,1000,132,232,0.36066,0.54545,7786000,1032884590
0.681818182,27,110,37945.45455,9961.81384,35675.21368,52835.44304,221000,5000,5000,117,230,0.33524,0.67521,4174000,229051169.9
0.618181818,22,110,54418.18182,13573.69615,44340.74074,71261.90476,302000,5000,5000,135,264,0.34615,0.62222,5986000,421899670.2
0.5,28,110,54363.63636,12032.19316,45303.0303,92000,210000,4000,12000,132,294,0.30626,0.49242,5980000,404498961.5
0.618181818,20,110,56800,12446.21514,57321.10092,90550.72464,453000,5000,7000,109,315,0.23747,0.63303,6248000,477892311
0.436363636,50,110,63327.27273,15077.92208,60573.91304,131433.9623,283000,3000,2000,115,195,0.31507,0.46087,6966000,870727103.7
0.6,26,110,77281.81818,11503.38295,67468.25397,107607.5949,297000,4000,6000,126,454,0.22261,0.62698,8501000,394645991.3
0.636363636,37,110,53918.18182,9722.95082,46700.7874,75075.94937,268000,6000,6000,127,246,0.27669,0.62205,5931000,185829521.7
0.563636364,26,110,90854.54545,12055.48854,55522.22222,105200,315000,6000,10000,180,516,0.26125,0.52778,9994000,313137013.9
0.545454545,17,110,63909.09091,10086.08321,63909.09091,111587.3016,247000,2000,7000,110,587,0.16897,0.57273,7030000,394736831.9
0.127272727,35,110,41718.18182,17515.26718,37925.61983,229450,116000,7000,1000,121,141,0.4879,0.16529,4589000,517630034.2
0.366336634,19,101,71821.78218,13189.09091,54954.54545,154340.4255,234000,6000,9000,132,193,0.40367,0.35606,7254000,325428660.4
0.609090909,18,110,71536.36364,13732.98429,65033.05785,102194.8052,284000,7000,12000,121,280,0.29803,0.63636,7869000,317003752.8
0.418181818,32,110,89700,24544.77612,75320.61069,186169.8113,331000,4000,6000,131,229,0.34474,0.40458,9867000,1900602728
0.327272727,25,110,74909.09091,21798.9418,58028.16901,168163.2653,371000,7000,3000,142,207,0.40341,0.34507,8240000,1095423659
0.290909091,27,110,60781.81818,15264.84018,58649.12281,175947.3684,308000,5000,10000,114,292,0.30159,0.33333,6686000,673321003.5
